Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Decision Tree Regressor,1.0318,3.311,1.8115,0.4621,0.5898,0.3942,0.267,"(8, 13, 17)"
Gradient Boosting Regressor,1.2235,2.6007,1.6093,0.5767,0.5371,0.3928,0.606,"(8, 13, 17)"
Linear Regression,1.7049,4.5598,2.1319,0.2583,0.6574,0.6054,0.255,"(8, 13, 17)"
Ridge Regression,1.7557,4.8154,2.1916,0.2166,0.6731,0.6029,0.257,"(8, 13, 17)"
Bayesian Ridge,1.7688,4.8653,2.2032,0.2083,0.6764,0.6051,0.259,"(8, 13, 17)"
AdaBoost Regressor,1.8718,4.7832,2.184,0.2223,0.7292,0.7045,0.32,"(8, 13, 17)"
Orthogonal Matching Pursuit,1.9018,5.4197,2.3255,0.1186,0.709,0.653,0.257,"(8, 13, 17)"
Elastic Net,1.9176,5.4448,2.331,0.1144,0.7143,0.655,0.26,"(8, 13, 17)"
Lasso Regression,1.9387,5.5126,2.3456,0.1032,0.721,0.6615,0.259,"(8, 13, 17)"
Lasso Least Angle Regression,1.9387,5.5126,2.3456,0.1032,0.721,0.6615,0.268,"(8, 13, 17)"
Huber Regressor,2.0118,6.3577,2.5173,-0.0317,0.7224,0.6073,0.264,"(8, 13, 17)"
Dummy Regressor,2.0925,6.1979,2.4865,-0.0069,0.7593,0.7358,0.265,"(8, 13, 17)"
Passive Aggressive Regressor,2.4037,9.7912,3.0925,-0.5799,0.9554,0.8198,0.262,"(8, 13, 17)"
Least Angle Regression,12176.2958,1672488541.4193,18213.8268,-297847789.0237,5.2387,5228.9499,0.265,"(8, 13, 17)"
K Neighbors Regressor,0.2784,0.2925,0.534,0.9496,0.1969,0.1054,0.248,"(8, 15, 16)"
Light Gradient Boosting Machine,0.9746,1.7798,1.3291,0.6903,0.4622,0.3351,0.332,"(8, 15, 16)"
Extra Trees Regressor,0.9892,1.842,1.3553,0.6801,0.4667,0.3152,0.396,"(8, 15, 16)"
Random Forest Regressor,1.0364,2.0284,1.4219,0.6469,0.4875,0.3201,0.799,"(8, 15, 16)"
Gradient Boosting Regressor,1.1322,2.2688,1.5043,0.605,0.5163,0.3789,0.594,"(8, 15, 16)"
Decision Tree Regressor,1.2149,3.9264,1.9686,0.3164,0.6399,0.4676,0.268,"(8, 15, 16)"
Linear Regression,1.6188,4.2345,2.0557,0.2671,0.6396,0.5801,0.259,"(8, 15, 16)"
Ridge Regression,1.6561,4.3992,2.0951,0.2399,0.647,0.5838,0.259,"(8, 15, 16)"
Bayesian Ridge,1.6825,4.481,2.1144,0.226,0.6518,0.5942,0.265,"(8, 15, 16)"
AdaBoost Regressor,1.7761,4.4849,2.1166,0.2216,0.711,0.6887,0.32,"(8, 15, 16)"
Orthogonal Matching Pursuit,1.7867,4.9243,2.2165,0.15,0.6798,0.6271,0.257,"(8, 15, 16)"
Elastic Net,1.8031,4.9506,2.2223,0.1459,0.6853,0.6305,0.255,"(8, 15, 16)"
Lasso Regression,1.8225,5.0063,2.2347,0.1365,0.6913,0.6371,0.261,"(8, 15, 16)"
Lasso Least Angle Regression,1.8225,5.0063,2.2347,0.1365,0.6913,0.6371,0.259,"(8, 15, 16)"
Huber Regressor,1.9299,5.9106,2.4263,-0.016,0.7004,0.6054,0.265,"(8, 15, 16)"
Dummy Regressor,2.0017,5.8689,2.4192,-0.0107,0.7379,0.7187,0.249,"(8, 15, 16)"
Passive Aggressive Regressor,3.4832,19.8723,4.1427,-2.4006,1.0336,1.4552,0.261,"(8, 15, 16)"
Least Angle Regression,14646977.3223,5028171417912297.0,22458296.3531,-808914312589940.1,4.6909,6320930.7175,0.263,"(8, 15, 16)"
K Neighbors Regressor,0.2804,0.2649,0.5102,0.9583,0.1935,0.1031,0.262,"(8, 15, 17)"
Light Gradient Boosting Machine,1.0018,1.9617,1.3957,0.6927,0.4687,0.329,0.337,"(8, 15, 17)"
Extra Trees Regressor,1.0039,1.9242,1.384,0.6991,0.4645,0.3071,0.39,"(8, 15, 17)"
Random Forest Regressor,1.0582,2.179,1.4706,0.66,0.4871,0.3175,0.797,"(8, 15, 17)"
Gradient Boosting Regressor,1.2148,2.6392,1.6213,0.587,0.5337,0.38,0.578,"(8, 15, 17)"
Decision Tree Regressor,1.2296,4.1529,2.0311,0.3493,0.6452,0.4431,0.265,"(8, 15, 17)"
Linear Regression,1.7218,4.8456,2.197,0.2445,0.6595,0.5828,0.261,"(8, 15, 17)"
Ridge Regression,1.772,5.0327,2.2386,0.2143,0.6661,0.5948,0.265,"(8, 15, 17)"
Bayesian Ridge,1.7934,5.0936,2.2522,0.2046,0.6708,0.6024,0.256,"(8, 15, 17)"
AdaBoost Regressor,1.886,5.0327,2.2414,0.2142,0.7295,0.7208,0.317,"(8, 15, 17)"
Orthogonal Matching Pursuit,1.8944,5.5361,2.3495,0.1362,0.6972,0.6501,0.257,"(8, 15, 17)"
Elastic Net,1.9114,5.5631,2.3555,0.1319,0.7029,0.6535,0.264,"(8, 15, 17)"
Lasso Regression,1.9346,5.635,2.371,0.1206,0.7101,0.6622,0.27,"(8, 15, 17)"
Lasso Least Angle Regression,1.9346,5.635,2.371,0.1206,0.7101,0.6622,0.257,"(8, 15, 17)"
Huber Regressor,2.0641,6.589,2.5627,-0.0254,0.7259,0.6437,0.256,"(8, 15, 17)"
Dummy Regressor,2.1159,6.4617,2.5396,-0.0074,0.7581,0.7465,0.257,"(8, 15, 17)"
Passive Aggressive Regressor,2.8247,11.6997,3.3221,-0.8842,0.9542,1.2324,0.261,"(8, 15, 17)"
Least Angle Regression,7313.6848,912455351.6357,11092.4615,-167687238.5272,3.7492,3720.9977,0.258,"(8, 15, 17)"
K Neighbors Regressor,0.2667,0.2583,0.5004,0.958,0.186,0.102,0.259,"(8, 16, 17)"
Light Gradient Boosting Machine,0.9806,1.8772,1.3654,0.6935,0.4616,0.321,0.34,"(8, 16, 17)"
Random Forest Regressor,0.9951,1.8845,1.3699,0.6922,0.468,0.2974,0.838,"(8, 16, 17)"
Extra Trees Regressor,1.0116,1.8806,1.3665,0.693,0.4685,0.318,0.405,"(8, 16, 17)"
Gradient Boosting Regressor,1.1735,2.4014,1.5454,0.609,0.518,0.3779,0.61,"(8, 16, 17)"
Decision Tree Regressor,1.1805,4.2234,2.0504,0.3079,0.6347,0.4295,0.266,"(8, 16, 17)"
Linear Regression,1.7105,4.6057,2.1449,0.2464,0.6621,0.5952,0.262,"(8, 16, 17)"
Ridge Regression,1.7554,4.8138,2.1923,0.2126,0.6691,0.6054,0.261,"(8, 16, 17)"
Bayesian Ridge,1.7764,4.8924,2.2098,0.2003,0.6738,0.6156,0.254,"(8, 16, 17)"
Orthogonal Matching Pursuit,1.8862,5.3929,2.3199,0.1192,0.7012,0.6557,0.26,"(8, 16, 17)"
Elastic Net,1.9018,5.4193,2.3254,0.1151,0.7067,0.6565,0.268,"(8, 16, 17)"
AdaBoost Regressor,1.9244,5.0202,2.2383,0.1798,0.7396,0.754,0.334,"(8, 16, 17)"
Lasso Regression,1.925,5.4894,2.3403,0.1038,0.7138,0.6634,0.262,"(8, 16, 17)"
Lasso Least Angle Regression,1.925,5.4894,2.3403,0.1038,0.7138,0.6634,0.263,"(8, 16, 17)"
Huber Regressor,2.0053,6.3543,2.5182,-0.0377,0.7177,0.6088,0.264,"(8, 16, 17)"
Dummy Regressor,2.0761,6.1406,2.4761,-0.003,0.7507,0.7378,0.263,"(8, 16, 17)"
Passive Aggressive Regressor,2.4361,9.1153,2.9912,-0.4952,0.9059,0.9373,0.259,"(8, 16, 17)"
Least Angle Regression,148935262.6396,4.2739050610577043e+17,206781772.743,-6.76308247369681e+16,4.8739,64116744.501,0.256,"(8, 16, 17)"
K Neighbors Regressor,0.2908,0.2841,0.5247,0.9563,0.1945,0.1165,0.258,"(9, 10, 12)"
Light Gradient Boosting Machine,0.985,2.0068,1.4118,0.6932,0.4691,0.326,0.332,"(9, 10, 12)"
Random Forest Regressor,1.0043,2.0431,1.4264,0.6864,0.4795,0.2983,0.698,"(9, 10, 12)"
Extra Trees Regressor,1.0626,2.154,1.4651,0.6687,0.4838,0.3339,0.375,"(9, 10, 12)"
Decision Tree Regressor,1.0639,3.7803,1.938,0.4196,0.5762,0.3982,0.264,"(9, 10, 12)"
Gradient Boosting Regressor,1.2289,2.7545,1.6583,0.5766,0.5394,0.3932,0.54,"(9, 10, 12)"
Linear Regression,1.6542,4.3875,2.093,0.3255,0.6445,0.5973,0.267,"(9, 10, 12)"
Ridge Regression,1.7636,4.8654,2.2046,0.2538,0.6727,0.622,0.265,"(9, 10, 12)"
Bayesian Ridge,1.7732,4.9043,2.2133,0.2481,0.6751,0.6274,0.255,"(9, 10, 12)"
AdaBoost Regressor,1.9095,5.0513,2.2456,0.2246,0.7376,0.7488,0.321,"(9, 10, 12)"
Orthogonal Matching Pursuit,1.9441,5.7256,2.3907,0.124,0.7155,0.7031,0.256,"(9, 10, 12)"
Elastic Net,1.962,5.7542,2.3965,0.1202,0.7192,0.7027,0.261,"(9, 10, 12)"
Lasso Regression,1.9886,5.8229,2.4106,0.1101,0.7249,0.7129,0.272,"(9, 10, 12)"
Lasso Least Angle Regression,1.9886,5.8229,2.4106,0.1101,0.7249,0.7129,0.262,"(9, 10, 12)"
Huber Regressor,2.0265,6.7545,2.5939,-0.0283,0.7199,0.6087,0.261,"(9, 10, 12)"
Dummy Regressor,2.1653,6.5905,2.5641,-0.0059,0.7673,0.8015,0.258,"(9, 10, 12)"
Passive Aggressive Regressor,2.658,12.3514,3.5014,-0.9026,1.0923,0.9818,0.263,"(9, 10, 12)"
Least Angle Regression,9797.32,628174690.8511,13053.3446,-113570497.2814,4.6458,4914.799,0.261,"(9, 10, 12)"
K Neighbors Regressor,0.2705,0.279,0.52,0.9528,0.1834,0.0985,0.263,"(9, 10, 13)"
Random Forest Regressor,0.87,1.5457,1.2378,0.7376,0.4313,0.2746,0.731,"(9, 10, 13)"
Decision Tree Regressor,0.8893,2.6743,1.6313,0.5424,0.5395,0.3363,0.266,"(9, 10, 13)"
Light Gradient Boosting Machine,0.8936,1.5674,1.2461,0.7331,0.4301,0.3226,0.34,"(9, 10, 13)"
Extra Trees Regressor,0.959,1.7245,1.3099,0.7069,0.4456,0.3209,0.383,"(9, 10, 13)"
Gradient Boosting Regressor,1.1212,2.2822,1.505,0.6133,0.5001,0.382,0.554,"(9, 10, 13)"
Linear Regression,1.5461,3.8372,1.9554,0.3499,0.6108,0.5883,0.259,"(9, 10, 13)"
Ridge Regression,1.6543,4.2816,2.0657,0.274,0.6395,0.6066,0.26,"(9, 10, 13)"
Bayesian Ridge,1.6656,4.3309,2.0777,0.2658,0.6425,0.6129,0.26,"(9, 10, 13)"
AdaBoost Regressor,1.7911,4.3786,2.0921,0.2548,0.6971,0.7361,0.33,"(9, 10, 13)"
Orthogonal Matching Pursuit,1.8198,5.0146,2.2359,0.1502,0.6826,0.6779,0.257,"(9, 10, 13)"
Elastic Net,1.8351,5.0437,2.2427,0.1454,0.6864,0.6728,0.249,"(9, 10, 13)"
Lasso Regression,1.8618,5.1127,2.2582,0.1338,0.6931,0.6808,0.261,"(9, 10, 13)"
Lasso Least Angle Regression,1.8618,5.1127,2.2582,0.1338,0.6931,0.6808,0.263,"(9, 10, 13)"
Huber Regressor,1.9657,6.0852,2.4652,-0.032,0.7027,0.6227,0.264,"(9, 10, 13)"
Dummy Regressor,2.0613,5.9261,2.4332,-0.0056,0.7397,0.7871,0.266,"(9, 10, 13)"
Passive Aggressive Regressor,3.5139,17.6324,4.0536,-2.0232,1.1195,1.8125,0.272,"(9, 10, 13)"
Least Angle Regression,6442.5602,156537261.851,8722.2169,-26350857.9587,6.0722,3434.4482,0.268,"(9, 10, 13)"
K Neighbors Regressor,0.2931,0.3414,0.574,0.9443,0.2034,0.1041,0.265,"(9, 10, 15)"
Random Forest Regressor,0.9153,1.8004,1.3378,0.7097,0.4484,0.2605,0.673,"(9, 10, 15)"
Light Gradient Boosting Machine,0.9167,1.7791,1.3291,0.7124,0.448,0.2952,0.328,"(9, 10, 15)"
Decision Tree Regressor,0.9193,3.1295,1.7626,0.4976,0.5539,0.3135,0.266,"(9, 10, 15)"
Extra Trees Regressor,1.0063,2.0564,1.4314,0.6691,0.468,0.2996,0.376,"(9, 10, 15)"
Gradient Boosting Regressor,1.1205,2.4087,1.5492,0.6107,0.5094,0.34,0.522,"(9, 10, 15)"
Linear Regression,1.5872,4.0935,2.0186,0.3396,0.6225,0.565,0.262,"(9, 10, 15)"
Ridge Regression,1.6869,4.5891,2.1377,0.2606,0.6541,0.5857,0.264,"(9, 10, 15)"
Bayesian Ridge,1.6935,4.616,2.1441,0.2565,0.6556,0.5888,0.262,"(9, 10, 15)"
AdaBoost Regressor,1.8543,4.8827,2.2079,0.2156,0.7305,0.7277,0.339,"(9, 10, 15)"
Orthogonal Matching Pursuit,1.8815,5.4399,2.3295,0.13,0.6991,0.6785,0.26,"(9, 10, 15)"
Elastic Net,1.9004,5.4681,2.3354,0.127,0.7041,0.6802,0.258,"(9, 10, 15)"
Lasso Regression,1.9265,5.5369,2.3498,0.1172,0.7112,0.6897,0.26,"(9, 10, 15)"
Lasso Least Angle Regression,1.9265,5.5369,2.3498,0.1172,0.7112,0.6897,0.264,"(9, 10, 15)"
Huber Regressor,2.0181,6.512,2.5444,-0.0301,0.7201,0.6168,0.261,"(9, 10, 15)"
Dummy Regressor,2.1267,6.3989,2.5245,-0.0151,0.7613,0.782,0.25,"(9, 10, 15)"
Passive Aggressive Regressor,3.8118,21.3236,4.4084,-2.4554,1.147,1.8074,0.26,"(9, 10, 15)"
Least Angle Regression,2.1692175040176884e+230,inf,inf,-inf,59.4638,1.0783198061039715e+230,0.266,"(9, 10, 15)"
K Neighbors Regressor,0.2807,0.3095,0.5481,0.9483,0.1981,0.1059,0.259,"(9, 10, 16)"
Light Gradient Boosting Machine,0.9171,1.7443,1.3181,0.7116,0.4416,0.3172,0.336,"(9, 10, 16)"
Random Forest Regressor,0.9353,1.787,1.3346,0.7053,0.4454,0.2863,0.738,"(9, 10, 16)"
Extra Trees Regressor,1.0012,1.9772,1.4033,0.6739,0.459,0.3253,0.379,"(9, 10, 16)"
Decision Tree Regressor,1.0091,3.4998,1.8606,0.4253,0.5709,0.3635,0.266,"(9, 10, 16)"
Gradient Boosting Regressor,1.1419,2.4379,1.5584,0.5969,0.5065,0.3699,0.563,"(9, 10, 16)"
Linear Regression,1.5511,3.9054,1.9746,0.3548,0.612,0.573,0.261,"(9, 10, 16)"
Bayesian Ridge,1.6443,4.2895,2.0694,0.2916,0.6394,0.5901,0.252,"(9, 10, 16)"
Ridge Regression,1.6702,4.3919,2.0936,0.2748,0.6459,0.6036,0.261,"(9, 10, 16)"
AdaBoost Regressor,1.8318,4.6479,2.1534,0.2326,0.7148,0.7474,0.334,"(9, 10, 16)"
Orthogonal Matching Pursuit,1.8428,5.1638,2.2694,0.1495,0.685,0.6792,0.255,"(9, 10, 16)"
Elastic Net,1.8596,5.1944,2.2765,0.1445,0.6891,0.6768,0.263,"(9, 10, 16)"
Lasso Regression,1.8869,5.268,2.2929,0.1323,0.6962,0.6854,0.26,"(9, 10, 16)"
Lasso Least Angle Regression,1.8869,5.268,2.2929,0.1323,0.6962,0.6854,0.266,"(9, 10, 16)"
Huber Regressor,1.9993,6.2536,2.4981,-0.0296,0.7062,0.638,0.259,"(9, 10, 16)"
Dummy Regressor,2.0877,6.1046,2.4689,-0.0056,0.7442,0.7852,0.263,"(9, 10, 16)"
Passive Aggressive Regressor,3.0929,16.1213,3.7955,-1.6704,1.0167,1.3445,0.262,"(9, 10, 16)"
Least Angle Regression,3278.8343,93878582.3461,4421.7072,-15997641.9729,3.2497,1710.1565,0.259,"(9, 10, 16)"
K Neighbors Regressor,0.3,0.3211,0.5563,0.9498,0.2,0.1085,0.276,"(9, 10, 17)"
Light Gradient Boosting Machine,0.9998,2.0194,1.4177,0.6837,0.4616,0.3309,0.326,"(9, 10, 17)"
Random Forest Regressor,1.0422,2.1658,1.4688,0.6613,0.4726,0.3204,0.696,"(9, 10, 17)"
Extra Trees Regressor,1.0787,2.2511,1.4974,0.6477,0.4747,0.3434,0.378,"(9, 10, 17)"
Decision Tree Regressor,1.1386,4.1485,2.0207,0.3553,0.5805,0.4164,0.268,"(9, 10, 17)"
Gradient Boosting Regressor,1.1957,2.5944,1.6084,0.5942,0.5168,0.3789,0.545,"(9, 10, 17)"
Linear Regression,1.6208,4.1886,2.0449,0.3455,0.6251,0.5868,0.26,"(9, 10, 17)"
Bayesian Ridge,1.7245,4.6733,2.16,0.2725,0.6562,0.6039,0.263,"(9, 10, 17)"
Ridge Regression,1.7329,4.7017,2.1668,0.2677,0.6588,0.6084,0.258,"(9, 10, 17)"
AdaBoost Regressor,1.9252,5.1191,2.2598,0.2037,0.7302,0.7558,0.312,"(9, 10, 17)"
Orthogonal Matching Pursuit,1.9494,5.6147,2.3673,0.1267,0.7104,0.6977,0.262,"(9, 10, 17)"
Elastic Net,1.967,5.6436,2.3734,0.1226,0.7149,0.6971,0.248,"(9, 10, 17)"
Lasso Regression,1.9916,5.7125,2.3878,0.1122,0.7214,0.7046,0.254,"(9, 10, 17)"
Lasso Least Angle Regression,1.9916,5.7125,2.3878,0.1122,0.7214,0.7046,0.263,"(9, 10, 17)"
Huber Regressor,2.0598,6.5155,2.5497,-0.0111,0.7273,0.6372,0.266,"(9, 10, 17)"
Dummy Regressor,2.1734,6.4791,2.5427,-0.0054,0.7665,0.7938,0.263,"(9, 10, 17)"
Passive Aggressive Regressor,2.8298,12.6634,3.5211,-0.9768,1.0991,1.1368,0.262,"(9, 10, 17)"
Least Angle Regression,2.651585727699051e+102,1.1806243058135412e+206,3.436021399545616e+102,-1.5376182634277803e+205,30.0417,1.0309721778190696e+102,0.266,"(9, 10, 17)"
K Neighbors Regressor,0.2699,0.2671,0.5091,0.9529,0.1898,0.1116,0.267,"(9, 12, 13)"
Random Forest Regressor,0.8248,1.5345,1.2348,0.7255,0.4154,0.2762,0.734,"(9, 12, 13)"
Decision Tree Regressor,0.8647,2.7827,1.6556,0.5025,0.522,0.3608,0.266,"(9, 12, 13)"
Light Gradient Boosting Machine,0.8668,1.6052,1.2607,0.7124,0.4265,0.3256,0.334,"(9, 12, 13)"
Extra Trees Regressor,0.8942,1.6121,1.2633,0.7123,0.4312,0.3184,0.388,"(9, 12, 13)"
Gradient Boosting Regressor,1.1023,2.3126,1.5152,0.5864,0.4995,0.3885,0.56,"(9, 12, 13)"
Linear Regression,1.5761,4.0284,2.0043,0.2779,0.6283,0.6305,0.26,"(9, 12, 13)"
Ridge Regression,1.6508,4.3968,2.0919,0.2146,0.6494,0.6295,0.263,"(9, 12, 13)"
Bayesian Ridge,1.6699,4.4589,2.1065,0.2039,0.6533,0.6375,0.266,"(9, 12, 13)"
AdaBoost Regressor,1.7544,4.3698,2.0883,0.212,0.7043,0.7491,0.321,"(9, 12, 13)"
Orthogonal Matching Pursuit,1.7853,5.019,2.2366,0.1022,0.6827,0.6789,0.263,"(9, 12, 13)"
Huber Regressor,1.7936,5.7439,2.3924,-0.0258,0.681,0.5531,0.266,"(9, 12, 13)"
Elastic Net,1.7977,5.0449,2.2425,0.0979,0.6861,0.6747,0.258,"(9, 12, 13)"
Lasso Regression,1.8174,5.1125,2.2576,0.0859,0.6923,0.6789,0.259,"(9, 12, 13)"
Lasso Least Angle Regression,1.8174,5.1125,2.2576,0.0859,0.6923,0.6789,0.269,"(9, 12, 13)"
Dummy Regressor,1.9435,5.6462,2.3739,-0.011,0.725,0.7439,0.247,"(9, 12, 13)"
Passive Aggressive Regressor,2.1497,8.3547,2.8606,-0.5204,0.9231,0.8282,0.262,"(9, 12, 13)"
Least Angle Regression,555.4353,2824769.058,806.4964,-463593.3157,3.323,329.7137,0.269,"(9, 12, 13)"
K Neighbors Regressor,0.2925,0.3265,0.5595,0.9438,0.2015,0.1101,0.264,"(9, 12, 15)"
Random Forest Regressor,0.8735,1.7889,1.3326,0.6945,0.4466,0.2642,0.702,"(9, 12, 15)"
Light Gradient Boosting Machine,0.8817,1.6802,1.2915,0.7144,0.4396,0.2993,0.338,"(9, 12, 15)"
Extra Trees Regressor,0.9121,1.7258,1.3102,0.7048,0.4491,0.2892,0.378,"(9, 12, 15)"
Decision Tree Regressor,1.0686,3.7391,1.9237,0.3501,0.5893,0.4184,0.253,"(9, 12, 15)"
Gradient Boosting Regressor,1.0893,2.2729,1.501,0.6128,0.5065,0.3533,0.534,"(9, 12, 15)"
Linear Regression,1.5917,4.1499,2.0322,0.2936,0.6289,0.5964,0.263,"(9, 12, 15)"
Ridge Regression,1.6674,4.5293,2.1234,0.2302,0.6509,0.6059,0.272,"(9, 12, 15)"
Bayesian Ridge,1.6733,4.5537,2.1293,0.2258,0.6524,0.6082,0.26,"(9, 12, 15)"
AdaBoost Regressor,1.7478,4.4593,2.1082,0.2387,0.7002,0.7144,0.313,"(9, 12, 15)"
Orthogonal Matching Pursuit,1.7948,5.1174,2.2581,0.1309,0.679,0.6764,0.264,"(9, 12, 15)"
Elastic Net,1.8092,5.1425,2.2635,0.1271,0.6827,0.6763,0.27,"(9, 12, 15)"
Lasso Regression,1.8316,5.2081,2.2779,0.1161,0.689,0.6844,0.269,"(9, 12, 15)"
Lasso Least Angle Regression,1.8316,5.2081,2.2779,0.1161,0.689,0.6844,0.261,"(9, 12, 15)"
Huber Regressor,1.8577,6.037,2.4507,-0.0213,0.688,0.5781,0.262,"(9, 12, 15)"
Dummy Regressor,1.9976,5.9588,2.4367,-0.011,0.7339,0.7583,0.259,"(9, 12, 15)"
Passive Aggressive Regressor,2.1355,7.6376,2.7477,-0.3215,0.8177,0.7522,0.271,"(9, 12, 15)"
Least Angle Regression,3239574192.7666,1.6106476669635458e+20,4013601163.6007,-2.41024954235821e+19,9.8538,1667883062.1025,0.279,"(9, 12, 15)"
K Neighbors Regressor,0.2702,0.2752,0.5167,0.954,0.1876,0.1033,0.268,"(9, 12, 16)"
Decision Tree Regressor,0.8209,2.6827,1.6153,0.5536,0.5104,0.3186,0.269,"(9, 12, 16)"
Random Forest Regressor,0.8306,1.5383,1.2355,0.7426,0.4174,0.2628,0.751,"(9, 12, 16)"
Light Gradient Boosting Machine,0.8334,1.4514,1.2031,0.7563,0.4107,0.2876,0.34,"(9, 12, 16)"
Extra Trees Regressor,0.9195,1.6676,1.2894,0.7196,0.4379,0.3079,0.378,"(9, 12, 16)"
Gradient Boosting Regressor,1.0908,2.2108,1.4819,0.6303,0.4907,0.3799,0.566,"(9, 12, 16)"
Linear Regression,1.5781,4.0465,2.009,0.3217,0.6168,0.6068,0.269,"(9, 12, 16)"
Ridge Regression,1.6647,4.4657,2.1112,0.2498,0.6434,0.6222,0.263,"(9, 12, 16)"
Bayesian Ridge,1.6705,4.5032,2.1201,0.2435,0.6449,0.6239,0.27,"(9, 12, 16)"
AdaBoost Regressor,1.7771,4.4785,2.1135,0.248,0.7004,0.7301,0.305,"(9, 12, 16)"
Orthogonal Matching Pursuit,1.793,5.0974,2.2554,0.1457,0.6774,0.6674,0.263,"(9, 12, 16)"
Elastic Net,1.8038,5.1237,2.261,0.1421,0.6816,0.6612,0.269,"(9, 12, 16)"
Lasso Regression,1.8235,5.1891,2.2751,0.1318,0.6879,0.6643,0.26,"(9, 12, 16)"
Lasso Least Angle Regression,1.8235,5.1891,2.2751,0.1318,0.6879,0.6643,0.259,"(9, 12, 16)"
Huber Regressor,1.853,6.0277,2.4516,-0.0073,0.6884,0.5644,0.266,"(9, 12, 16)"
Dummy Regressor,2.0109,6.0017,2.4468,-0.0034,0.7345,0.7572,0.261,"(9, 12, 16)"
Passive Aggressive Regressor,2.5539,10.5309,3.2345,-0.774,0.9885,1.0517,0.264,"(9, 12, 16)"
Least Angle Regression,196.7755,240793.2188,255.5785,-46150.4088,2.9543,102.2338,0.262,"(9, 12, 16)"
K Neighbors Regressor,0.2953,0.3166,0.5607,0.9498,0.2059,0.1057,0.262,"(9, 12, 17)"
Random Forest Regressor,0.9304,1.831,1.3443,0.7153,0.4496,0.2855,0.706,"(9, 12, 17)"
Light Gradient Boosting Machine,0.951,1.8302,1.3437,0.716,0.45,0.3301,0.332,"(9, 12, 17)"
Decision Tree Regressor,0.9914,3.2757,1.8017,0.4876,0.5521,0.3527,0.267,"(9, 12, 17)"
Extra Trees Regressor,0.9993,1.9754,1.398,0.6928,0.4632,0.3248,0.378,"(9, 12, 17)"
Gradient Boosting Regressor,1.1817,2.5665,1.5977,0.5977,0.5239,0.3903,0.552,"(9, 12, 17)"
Linear Regression,1.6467,4.4408,2.1043,0.3032,0.6433,0.6111,0.267,"(9, 12, 17)"
Ridge Regression,1.7675,4.9625,2.2244,0.2212,0.6712,0.6514,0.267,"(9, 12, 17)"
Bayesian Ridge,1.7766,4.9989,2.2326,0.2154,0.6734,0.6562,0.261,"(9, 12, 17)"
AdaBoost Regressor,1.8626,4.878,2.2038,0.2373,0.7216,0.7635,0.323,"(9, 12, 17)"
Orthogonal Matching Pursuit,1.9283,5.7261,2.3891,0.1032,0.7071,0.7275,0.264,"(9, 12, 17)"
Elastic Net,1.9405,5.7513,2.3943,0.0995,0.7106,0.7244,0.259,"(9, 12, 17)"
Lasso Regression,1.9607,5.8141,2.4073,0.0899,0.7165,0.7296,0.261,"(9, 12, 17)"
Lasso Least Angle Regression,1.9607,5.8141,2.4073,0.0899,0.7165,0.7296,0.246,"(9, 12, 17)"
Huber Regressor,1.9807,6.705,2.5838,-0.0472,0.7093,0.6081,0.264,"(9, 12, 17)"
Dummy Regressor,2.1025,6.428,2.5311,-0.0052,0.7527,0.7937,0.264,"(9, 12, 17)"
Passive Aggressive Regressor,2.4467,9.5774,3.0714,-0.5124,0.8894,0.9892,0.262,"(9, 12, 17)"
Least Angle Regression,1149803.6205,22543214398822.51,1553797.0983,-3773519787407.095,6.5427,511061.1721,0.266,"(9, 12, 17)"
K Neighbors Regressor,0.2475,0.2241,0.4683,0.9574,0.1799,0.0965,0.259,"(9, 13, 15)"
Random Forest Regressor,0.8139,1.5124,1.2244,0.7141,0.4197,0.2574,0.746,"(9, 13, 15)"
Light Gradient Boosting Machine,0.8419,1.5257,1.2284,0.7115,0.4245,0.3025,0.34,"(9, 13, 15)"
Extra Trees Regressor,0.8735,1.5609,1.2473,0.7058,0.4291,0.2978,0.386,"(9, 13, 15)"
Decision Tree Regressor,0.9087,3.0274,1.7239,0.4282,0.54,0.3452,0.262,"(9, 13, 15)"
Gradient Boosting Regressor,1.0304,2.0699,1.4342,0.6093,0.4835,0.3531,0.553,"(9, 13, 15)"
Linear Regression,1.488,3.68,1.9162,0.3066,0.605,0.5821,0.262,"(9, 13, 15)"
Ridge Regression,1.5796,4.0612,2.0136,0.2355,0.6241,0.5975,0.268,"(9, 13, 15)"
AdaBoost Regressor,1.581,3.6075,1.8977,0.3205,0.655,0.6462,0.325,"(9, 13, 15)"
Bayesian Ridge,1.5908,4.1083,2.0252,0.2269,0.6269,0.5999,0.265,"(9, 13, 15)"
Orthogonal Matching Pursuit,1.7131,4.6165,2.1463,0.1317,0.6585,0.6628,0.261,"(9, 13, 15)"
Elastic Net,1.7255,4.6421,2.1526,0.1271,0.6623,0.6604,0.262,"(9, 13, 15)"
Lasso Regression,1.7444,4.7079,2.168,0.1149,0.669,0.6652,0.252,"(9, 13, 15)"
Lasso Least Angle Regression,1.7444,4.7079,2.168,0.1149,0.669,0.6652,0.268,"(9, 13, 15)"
Huber Regressor,1.7543,5.266,2.2929,0.0105,0.6632,0.5751,0.263,"(9, 13, 15)"
Dummy Regressor,1.9046,5.3492,2.3117,-0.0058,0.7107,0.7402,0.262,"(9, 13, 15)"
