Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Dummy Regressor,2.1943,6.5963,2.5656,-0.01,0.7514,0.7862,0.287,"(5, 10, 17)"
Passive Aggressive Regressor,2.9085,14.5859,3.6662,-1.3117,0.8959,0.922,0.256,"(5, 10, 17)"
Least Angle Regression,5409.1266,137325514.6738,7625.6246,-20375943.2056,5.871,2589.4953,0.251,"(5, 10, 17)"
Extra Trees Regressor,1.1043,2.276,1.5048,0.6065,0.4942,0.3662,0.398,"(5, 12, 13)"
Light Gradient Boosting Machine,1.1831,2.5975,1.6062,0.5523,0.5119,0.4154,0.365,"(5, 12, 13)"
Random Forest Regressor,1.1992,2.6597,1.6274,0.5422,0.5236,0.3904,0.643,"(5, 12, 13)"
Gradient Boosting Regressor,1.3405,3.2089,1.7887,0.4467,0.5612,0.4562,0.522,"(5, 12, 13)"
Decision Tree Regressor,1.5851,5.7662,2.3841,0.0088,0.7004,0.6008,0.266,"(5, 12, 13)"
Linear Regression,1.6926,4.5523,2.1306,0.218,0.6547,0.6147,0.285,"(5, 12, 13)"
Ridge Regression,1.8064,4.988,2.231,0.1426,0.6799,0.641,0.27,"(5, 12, 13)"
Bayesian Ridge,1.8259,5.0503,2.2451,0.1316,0.6845,0.6531,0.284,"(5, 12, 13)"
Huber Regressor,1.8432,5.5536,2.3534,0.0451,0.6739,0.6092,0.283,"(5, 12, 13)"
AdaBoost Regressor,1.887,4.9625,2.2265,0.1442,0.7201,0.7695,0.315,"(5, 12, 13)"
Orthogonal Matching Pursuit,1.8974,5.4428,2.3304,0.0647,0.6996,0.6934,0.279,"(5, 12, 13)"
Elastic Net,1.9121,5.4828,2.3388,0.0581,0.7051,0.7011,0.292,"(5, 12, 13)"
Lasso Regression,1.9266,5.5447,2.3518,0.0479,0.7091,0.7073,0.266,"(5, 12, 13)"
Lasso Least Angle Regression,1.9266,5.5447,2.3518,0.0479,0.7091,0.7073,0.299,"(5, 12, 13)"
K Neighbors Regressor,1.9481,6.0541,2.4568,-0.0406,0.7226,0.7069,0.244,"(5, 12, 13)"
Dummy Regressor,1.991,5.8352,2.4134,-0.0027,0.7246,0.7354,0.302,"(5, 12, 13)"
Passive Aggressive Regressor,2.255,8.8021,2.9173,-0.5041,0.7916,0.7031,0.27,"(5, 12, 13)"
Least Angle Regression,30077.8577,10011800880.2564,43528.6502,-1733138469.73,5.0285,14940.411,0.29,"(5, 12, 13)"
Extra Trees Regressor,1.1346,2.4583,1.5638,0.6084,0.4978,0.3485,0.385,"(5, 12, 15)"
Light Gradient Boosting Machine,1.2002,2.6796,1.6329,0.572,0.5114,0.3969,0.365,"(5, 12, 15)"
Random Forest Regressor,1.2599,2.9546,1.7157,0.5277,0.5341,0.3892,0.641,"(5, 12, 15)"
Gradient Boosting Regressor,1.3523,3.2524,1.8003,0.4798,0.5608,0.4323,0.52,"(5, 12, 15)"
Decision Tree Regressor,1.6431,6.1176,2.463,0.0147,0.7225,0.567,0.266,"(5, 12, 15)"
Linear Regression,1.7076,4.6871,2.1621,0.2515,0.6383,0.6246,0.276,"(5, 12, 15)"
Ridge Regression,1.8006,5.1059,2.2571,0.1847,0.667,0.6346,0.255,"(5, 12, 15)"
Bayesian Ridge,1.817,5.1653,2.2704,0.1752,0.6711,0.643,0.269,"(5, 12, 15)"
Huber Regressor,1.8813,5.7897,2.4036,0.076,0.6702,0.6281,0.286,"(5, 12, 15)"
AdaBoost Regressor,1.943,5.2911,2.298,0.1518,0.7271,0.8025,0.309,"(5, 12, 15)"
Orthogonal Matching Pursuit,1.9459,5.7426,2.3941,0.0825,0.6997,0.7253,0.272,"(5, 12, 15)"
Elastic Net,1.9691,5.8033,2.4066,0.0731,0.705,0.7397,0.281,"(5, 12, 15)"
Lasso Regression,1.9842,5.8575,2.4179,0.0645,0.7087,0.7475,0.258,"(5, 12, 15)"
Lasso Least Angle Regression,1.9842,5.8575,2.4179,0.0645,0.7087,0.7475,0.289,"(5, 12, 15)"
K Neighbors Regressor,2.0188,6.4832,2.5435,-0.0367,0.7371,0.7441,0.307,"(5, 12, 15)"
Dummy Regressor,2.0728,6.3015,2.5079,-0.006,0.7314,0.7808,0.278,"(5, 12, 15)"
Passive Aggressive Regressor,2.6083,11.3544,3.301,-0.813,0.8613,0.9632,0.271,"(5, 12, 15)"
Least Angle Regression,15459.4827,3865368350.6453,21349.9079,-588980490.0159,4.8338,8124.6387,0.288,"(5, 12, 15)"
Extra Trees Regressor,1.1608,2.4833,1.5727,0.5988,0.4983,0.3763,0.368,"(5, 12, 16)"
Light Gradient Boosting Machine,1.2329,2.7734,1.6624,0.5527,0.5196,0.4175,0.343,"(5, 12, 16)"
Random Forest Regressor,1.3,3.045,1.7416,0.5093,0.5425,0.4169,0.63,"(5, 12, 16)"
Gradient Boosting Regressor,1.3804,3.3036,1.8137,0.469,0.56,0.4551,0.529,"(5, 12, 16)"
Linear Regression,1.7013,4.62,2.1453,0.2535,0.6482,0.6067,0.282,"(5, 12, 16)"
Decision Tree Regressor,1.7778,6.8489,2.611,-0.1102,0.7661,0.663,0.282,"(5, 12, 16)"
Ridge Regression,1.8228,5.1028,2.2555,0.178,0.6772,0.6382,0.277,"(5, 12, 16)"
Bayesian Ridge,1.8588,5.2739,2.2926,0.1515,0.688,0.6557,0.28,"(5, 12, 16)"
Huber Regressor,1.8839,5.7771,2.3958,0.077,0.6775,0.6212,0.299,"(5, 12, 16)"
AdaBoost Regressor,1.9247,5.1686,2.2721,0.1664,0.7218,0.7665,0.354,"(5, 12, 16)"
Orthogonal Matching Pursuit,1.9503,5.6733,2.3771,0.0898,0.706,0.7055,0.278,"(5, 12, 16)"
Elastic Net,1.9659,5.7007,2.3828,0.0858,0.7099,0.7153,0.251,"(5, 12, 16)"
Lasso Regression,1.9864,5.785,2.4004,0.0723,0.7153,0.725,0.28,"(5, 12, 16)"
Lasso Least Angle Regression,1.9864,5.785,2.4004,0.0723,0.7153,0.725,0.281,"(5, 12, 16)"
K Neighbors Regressor,2.0217,6.5422,2.5534,-0.05,0.7403,0.718,0.292,"(5, 12, 16)"
Dummy Regressor,2.0827,6.2794,2.5024,-0.0086,0.7394,0.7654,0.281,"(5, 12, 16)"
Passive Aggressive Regressor,2.4154,9.2483,2.9696,-0.4536,0.8283,0.9187,0.274,"(5, 12, 16)"
Least Angle Regression,9326.2203,1346336948.0139,12231.0167,-249736991.2068,3.7668,3979.766,0.263,"(5, 12, 16)"
Extra Trees Regressor,1.2103,2.6753,1.6303,0.5696,0.5191,0.3836,0.366,"(5, 12, 17)"
Light Gradient Boosting Machine,1.3183,3.1252,1.7639,0.496,0.5503,0.432,0.348,"(5, 12, 17)"
Random Forest Regressor,1.3855,3.3385,1.8216,0.4647,0.5701,0.4321,0.65,"(5, 12, 17)"
Gradient Boosting Regressor,1.4826,3.7285,1.927,0.4016,0.5938,0.48,0.523,"(5, 12, 17)"
Decision Tree Regressor,1.6552,6.1542,2.4663,0.013,0.7313,0.583,0.26,"(5, 12, 17)"
Linear Regression,1.7958,5.0663,2.2471,0.1876,0.6717,0.6276,0.286,"(5, 12, 17)"
Ridge Regression,1.9027,5.4394,2.3294,0.127,0.6967,0.6599,0.26,"(5, 12, 17)"
Bayesian Ridge,1.9329,5.5434,2.3519,0.11,0.7036,0.6796,0.266,"(5, 12, 17)"
Huber Regressor,1.9808,6.1755,2.4816,0.0097,0.7016,0.6418,0.257,"(5, 12, 17)"
AdaBoost Regressor,2.0027,5.4838,2.3398,0.1172,0.7404,0.7939,0.313,"(5, 12, 17)"
Orthogonal Matching Pursuit,2.0362,6.0227,2.4521,0.0324,0.7222,0.7394,0.281,"(5, 12, 17)"
Elastic Net,2.0387,6.0109,2.4493,0.0352,0.7247,0.7403,0.281,"(5, 12, 17)"
Lasso Regression,2.0543,6.089,2.4651,0.0227,0.7296,0.749,0.283,"(5, 12, 17)"
Lasso Least Angle Regression,2.0543,6.089,2.4651,0.0227,0.7296,0.749,0.296,"(5, 12, 17)"
Dummy Regressor,2.0958,6.2977,2.5075,-0.0111,0.7413,0.7695,0.297,"(5, 12, 17)"
K Neighbors Regressor,2.1329,6.9214,2.6265,-0.1106,0.7641,0.7796,0.265,"(5, 12, 17)"
Passive Aggressive Regressor,3.4136,17.784,4.1071,-1.8652,0.9634,1.2629,0.283,"(5, 12, 17)"
Least Angle Regression,6286.3067,405885765.6649,9361.9761,-70474732.9161,5.1957,3161.5708,0.306,"(5, 12, 17)"
Extra Trees Regressor,1.1068,2.307,1.5113,0.605,0.4887,0.356,0.369,"(5, 13, 15)"
Light Gradient Boosting Machine,1.1782,2.531,1.5829,0.566,0.5097,0.4007,0.339,"(5, 13, 15)"
Random Forest Regressor,1.2354,2.7803,1.6597,0.5234,0.5247,0.3992,0.652,"(5, 13, 15)"
Gradient Boosting Regressor,1.3015,2.9618,1.7138,0.4914,0.5429,0.4283,0.519,"(5, 13, 15)"
Linear Regression,1.6575,4.3329,2.0741,0.2568,0.626,0.5996,0.28,"(5, 13, 15)"
Decision Tree Regressor,1.6587,6.0807,2.4606,-0.0477,0.7364,0.5954,0.299,"(5, 13, 15)"
Ridge Regression,1.7474,4.7372,2.1715,0.1862,0.655,0.6141,0.297,"(5, 13, 15)"
Bayesian Ridge,1.7581,4.7751,2.1803,0.1797,0.658,0.6203,0.284,"(5, 13, 15)"
AdaBoost Regressor,1.7876,4.6406,2.1512,0.2003,0.6862,0.7089,0.306,"(5, 13, 15)"
Huber Regressor,1.8443,5.341,2.3069,0.0819,0.6656,0.6342,0.276,"(5, 13, 15)"
Orthogonal Matching Pursuit,1.8872,5.3257,2.3038,0.0842,0.6848,0.7036,0.284,"(5, 13, 15)"
Elastic Net,1.8977,5.3536,2.3099,0.0795,0.6884,0.7085,0.295,"(5, 13, 15)"
Lasso Regression,1.9043,5.3821,2.3161,0.0746,0.6906,0.7114,0.252,"(5, 13, 15)"
Lasso Least Angle Regression,1.9043,5.3821,2.3161,0.0746,0.6906,0.7114,0.289,"(5, 13, 15)"
K Neighbors Regressor,1.9519,6.0812,2.4611,-0.0477,0.717,0.7202,0.285,"(5, 13, 15)"
Dummy Regressor,1.9905,5.8287,2.4115,-0.0035,0.7139,0.7468,0.282,"(5, 13, 15)"
Passive Aggressive Regressor,2.5806,11.2321,3.1943,-1.0123,0.8231,1.0344,0.283,"(5, 13, 15)"
Least Angle Regression,6808.8848,914507484.9785,9969.61,-171027700.6913,3.6058,3874.5814,0.33,"(5, 13, 15)"
Extra Trees Regressor,1.0705,2.0374,1.4264,0.6339,0.4728,0.355,0.386,"(5, 13, 16)"
Light Gradient Boosting Machine,1.1356,2.335,1.5245,0.582,0.4887,0.398,0.34,"(5, 13, 16)"
Random Forest Regressor,1.1843,2.4697,1.5699,0.5564,0.5059,0.3911,0.677,"(5, 13, 16)"
Gradient Boosting Regressor,1.282,2.8113,1.6741,0.4962,0.5355,0.4318,0.519,"(5, 13, 16)"
Decision Tree Regressor,1.4925,4.9899,2.2262,0.1022,0.6825,0.5807,0.29,"(5, 13, 16)"
Linear Regression,1.6391,4.2445,2.0563,0.2398,0.6353,0.573,0.277,"(5, 13, 16)"
Ridge Regression,1.7302,4.6176,2.1466,0.1708,0.6574,0.6028,0.287,"(5, 13, 16)"
Bayesian Ridge,1.7562,4.7149,2.1696,0.1528,0.6631,0.6175,0.262,"(5, 13, 16)"
AdaBoost Regressor,1.7925,4.4731,2.1132,0.198,0.6877,0.7121,0.312,"(5, 13, 16)"
Huber Regressor,1.7981,5.1497,2.2667,0.0772,0.6596,0.6011,0.257,"(5, 13, 16)"
Orthogonal Matching Pursuit,1.8387,5.1092,2.2582,0.0837,0.6782,0.6623,0.3,"(5, 13, 16)"
Elastic Net,1.8641,5.1757,2.2729,0.0719,0.6863,0.6727,0.27,"(5, 13, 16)"
Lasso Regression,1.8711,5.2098,2.2804,0.0657,0.6887,0.6733,0.282,"(5, 13, 16)"
Lasso Least Angle Regression,1.8711,5.2098,2.2804,0.0657,0.6887,0.6733,0.278,"(5, 13, 16)"
K Neighbors Regressor,1.9285,5.8737,2.4207,-0.054,0.7097,0.6779,0.259,"(5, 13, 16)"
Dummy Regressor,1.9633,5.6276,2.369,-0.0061,0.7102,0.7237,0.279,"(5, 13, 16)"
Passive Aggressive Regressor,3.2476,19.0477,3.8557,-2.3954,0.9436,1.6117,0.312,"(5, 13, 16)"
Least Angle Regression,70500.314,36893489513.976,109794.4781,-6210779988.6439,7.3155,34295.7549,0.281,"(5, 13, 16)"
Extra Trees Regressor,1.15,2.403,1.5456,0.6051,0.4977,0.3728,0.39,"(5, 13, 17)"
Light Gradient Boosting Machine,1.2396,2.7568,1.6561,0.5456,0.5259,0.4117,0.344,"(5, 13, 17)"
Random Forest Regressor,1.2642,2.8472,1.6812,0.5332,0.5331,0.3987,0.658,"(5, 13, 17)"
Gradient Boosting Regressor,1.4081,3.4072,1.8416,0.4404,0.5733,0.4554,0.543,"(5, 13, 17)"
Decision Tree Regressor,1.6057,5.8554,2.4125,0.02,0.7131,0.572,0.283,"(5, 13, 17)"
Linear Regression,1.7449,4.79,2.1829,0.2116,0.6577,0.6047,0.273,"(5, 13, 17)"
Ridge Regression,1.8566,5.202,2.2763,0.1447,0.6845,0.6448,0.306,"(5, 13, 17)"
Bayesian Ridge,1.879,5.2836,2.2941,0.1314,0.6893,0.6602,0.3,"(5, 13, 17)"
Huber Regressor,1.9381,5.7415,2.3897,0.0586,0.6889,0.6552,0.303,"(5, 13, 17)"
AdaBoost Regressor,1.9382,5.2312,2.2849,0.1368,0.7211,0.7633,0.294,"(5, 13, 17)"
Orthogonal Matching Pursuit,1.9854,5.7538,2.3932,0.0554,0.7057,0.7289,0.281,"(5, 13, 17)"
Elastic Net,1.9953,5.768,2.3963,0.0533,0.7094,0.7331,0.29,"(5, 13, 17)"
Lasso Regression,2.0079,5.8326,2.4098,0.0426,0.7132,0.7385,0.291,"(5, 13, 17)"
Lasso Least Angle Regression,2.0079,5.8326,2.4098,0.0426,0.7132,0.7385,0.282,"(5, 13, 17)"
K Neighbors Regressor,2.0306,6.4703,2.5371,-0.0616,0.7323,0.7445,0.27,"(5, 13, 17)"
Dummy Regressor,2.0638,6.1206,2.4703,-0.0068,0.7291,0.763,0.295,"(5, 13, 17)"
Passive Aggressive Regressor,3.0021,15.2923,3.6309,-1.4603,0.9003,1.3687,0.284,"(5, 13, 17)"
Least Angle Regression,6135.1108,309716846.3013,8650.9229,-42204261.8212,5.2311,2783.9681,0.265,"(5, 13, 17)"
Extra Trees Regressor,1.0829,2.1736,1.4709,0.6194,0.4847,0.3357,0.385,"(5, 15, 16)"
Light Gradient Boosting Machine,1.1485,2.4356,1.5589,0.5724,0.5037,0.368,0.336,"(5, 15, 16)"
Random Forest Regressor,1.1874,2.5684,1.6001,0.5499,0.5174,0.3626,0.653,"(5, 15, 16)"
Gradient Boosting Regressor,1.274,2.8661,1.6906,0.4968,0.5404,0.398,0.519,"(5, 15, 16)"
Decision Tree Regressor,1.5408,5.3574,2.308,0.0619,0.7008,0.52,0.289,"(5, 15, 16)"
Linear Regression,1.6391,4.2924,2.0696,0.2442,0.6289,0.5751,0.283,"(5, 15, 16)"
Ridge Regression,1.7203,4.6224,2.1483,0.1869,0.653,0.5952,0.266,"(5, 15, 16)"
AdaBoost Regressor,1.7414,4.3868,2.0926,0.2294,0.6799,0.6637,0.307,"(5, 15, 16)"
Bayesian Ridge,1.7474,4.7167,2.1699,0.1707,0.6595,0.6089,0.287,"(5, 15, 16)"
Huber Regressor,1.799,5.0902,2.2534,0.1063,0.6572,0.6093,0.262,"(5, 15, 16)"
Orthogonal Matching Pursuit,1.8191,4.9998,2.2339,0.1212,0.6723,0.6525,0.295,"(5, 15, 16)"
Elastic Net,1.8553,5.1523,2.2683,0.0946,0.6815,0.6761,0.281,"(5, 15, 16)"
Lasso Regression,1.8678,5.2103,2.281,0.0844,0.686,0.682,0.243,"(5, 15, 16)"
Lasso Least Angle Regression,1.8678,5.2103,2.281,0.0844,0.686,0.682,0.273,"(5, 15, 16)"
K Neighbors Regressor,1.9492,6.0215,2.4508,-0.0564,0.7117,0.6958,0.264,"(5, 15, 16)"
Dummy Regressor,1.9775,5.7376,2.3933,-0.007,0.7146,0.7227,0.245,"(5, 15, 16)"
Passive Aggressive Regressor,3.7536,26.0044,4.491,-3.4908,0.9965,1.7353,0.267,"(5, 15, 16)"
Least Angle Regression,2601.1294,62858499.5148,3556.02,-12311674.794,3.9651,1216.5787,0.278,"(5, 15, 16)"
Extra Trees Regressor,1.1603,2.5751,1.6011,0.5855,0.5113,0.3479,0.381,"(5, 15, 17)"
Light Gradient Boosting Machine,1.2403,2.8707,1.6882,0.5394,0.5307,0.3864,0.361,"(5, 15, 17)"
Random Forest Regressor,1.2736,2.9471,1.712,0.5265,0.5412,0.3842,0.652,"(5, 15, 17)"
Gradient Boosting Regressor,1.3685,3.3134,1.8171,0.4669,0.5692,0.4188,0.522,"(5, 15, 17)"
Decision Tree Regressor,1.637,5.9942,2.4404,0.0355,0.711,0.5502,0.3,"(5, 15, 17)"
Linear Regression,1.6975,4.6834,2.1623,0.2432,0.6466,0.5732,0.267,"(5, 15, 17)"
Ridge Regression,1.793,5.0503,2.246,0.184,0.671,0.6082,0.275,"(5, 15, 17)"
Bayesian Ridge,1.8167,5.1287,2.2635,0.1712,0.6768,0.6214,0.288,"(5, 15, 17)"
AdaBoost Regressor,1.9042,5.1923,2.2773,0.1626,0.7192,0.718,0.303,"(5, 15, 17)"
Huber Regressor,1.9059,5.6691,2.378,0.0882,0.6845,0.6431,0.281,"(5, 15, 17)"
Orthogonal Matching Pursuit,1.9379,5.604,2.3654,0.0972,0.7004,0.6948,0.281,"(5, 15, 17)"
Elastic Net,1.9614,5.7036,2.3863,0.0817,0.7057,0.712,0.267,"(5, 15, 17)"
Lasso Regression,1.9751,5.7676,2.3997,0.0715,0.7099,0.7186,0.27,"(5, 15, 17)"
Lasso Least Angle Regression,1.9751,5.7676,2.3997,0.0715,0.7099,0.7186,0.282,"(5, 15, 17)"
K Neighbors Regressor,2.0527,6.6298,2.5736,-0.0721,0.7456,0.7068,0.309,"(5, 15, 17)"
Dummy Regressor,2.0725,6.3065,2.5083,-0.012,0.7377,0.7515,0.282,"(5, 15, 17)"
Passive Aggressive Regressor,2.2477,8.0055,2.8057,-0.3001,0.7792,0.7645,0.3,"(5, 15, 17)"
Least Angle Regression,20281.3988,17774137987.1568,43066.3804,-2724029657.807,4.6754,8995.7654,0.297,"(5, 15, 17)"
Extra Trees Regressor,1.1714,2.4596,1.5653,0.6008,0.5024,0.3749,0.391,"(5, 16, 17)"
Light Gradient Boosting Machine,1.2171,2.7012,1.6418,0.5603,0.5131,0.4147,0.327,"(5, 16, 17)"
Random Forest Regressor,1.2846,2.9127,1.7043,0.5265,0.5345,0.4097,0.697,"(5, 16, 17)"
Gradient Boosting Regressor,1.3889,3.2931,1.8129,0.463,0.5634,0.4535,0.548,"(5, 16, 17)"
Decision Tree Regressor,1.6663,5.9834,2.4356,0.0212,0.7064,0.6218,0.284,"(5, 16, 17)"
Linear Regression,1.7336,4.7123,2.1696,0.2296,0.6537,0.6049,0.266,"(5, 16, 17)"
Ridge Regression,1.8284,5.0922,2.255,0.1693,0.6775,0.6343,0.305,"(5, 16, 17)"
Bayesian Ridge,1.861,5.2065,2.2802,0.151,0.6845,0.6526,0.3,"(5, 16, 17)"
Huber Regressor,1.9309,5.7871,2.4033,0.0589,0.6876,0.6417,0.287,"(5, 16, 17)"
AdaBoost Regressor,1.9438,5.2549,2.2905,0.1449,0.7277,0.7649,0.331,"(5, 16, 17)"
Orthogonal Matching Pursuit,1.9553,5.6356,2.372,0.0833,0.7016,0.6994,0.297,"(5, 16, 17)"
Elastic Net,1.9874,5.7313,2.3917,0.0685,0.7119,0.714,0.282,"(5, 16, 17)"
Lasso Regression,2.0081,5.8203,2.41,0.0543,0.7173,0.7248,0.301,"(5, 16, 17)"
Lasso Least Angle Regression,2.0081,5.8203,2.41,0.0543,0.7173,0.7248,0.283,"(5, 16, 17)"
K Neighbors Regressor,2.0298,6.429,2.5306,-0.0441,0.733,0.7222,0.287,"(5, 16, 17)"
Dummy Regressor,2.0799,6.1955,2.4862,-0.0059,0.7362,0.7565,0.28,"(5, 16, 17)"
Passive Aggressive Regressor,2.4964,9.9767,3.0775,-0.6351,0.8306,0.9811,0.279,"(5, 16, 17)"
Least Angle Regression,64.6914,44705.6029,97.3787,-6391.1329,2.0832,26.2255,0.252,"(5, 16, 17)"
Extra Trees Regressor,1.1342,2.2821,1.5057,0.5791,0.4899,0.3928,0.397,"(6, 8, 9)"
Light Gradient Boosting Machine,1.1971,2.551,1.5945,0.5267,0.5113,0.4281,0.375,"(6, 8, 9)"
Random Forest Regressor,1.205,2.599,1.6078,0.52,0.5121,0.4166,0.696,"(6, 8, 9)"
Gradient Boosting Regressor,1.3615,3.1264,1.7638,0.4224,0.561,0.474,0.544,"(6, 8, 9)"
Decision Tree Regressor,1.5628,5.5281,2.3412,-0.0284,0.7054,0.6214,0.291,"(6, 8, 9)"
Linear Regression,1.6045,4.1272,2.0281,0.2349,0.6276,0.5921,0.25,"(6, 8, 9)"
Ridge Regression,1.7022,4.5019,2.1181,0.1659,0.6518,0.6109,0.272,"(6, 8, 9)"
Bayesian Ridge,1.7148,4.5528,2.1299,0.157,0.6556,0.6159,0.272,"(6, 8, 9)"
Huber Regressor,1.7393,5.0004,2.2301,0.0785,0.6558,0.5803,0.28,"(6, 8, 9)"
Orthogonal Matching Pursuit,1.7945,4.9229,2.2143,0.0901,0.6806,0.6507,0.283,"(6, 8, 9)"
Elastic Net,1.8078,4.9418,2.2181,0.0874,0.6841,0.6517,0.293,"(6, 8, 9)"
Lasso Regression,1.8327,5.0192,2.2353,0.0735,0.6912,0.6611,0.271,"(6, 8, 9)"
Lasso Least Angle Regression,1.8327,5.0192,2.2353,0.0735,0.6912,0.6611,0.261,"(6, 8, 9)"
AdaBoost Regressor,1.8787,4.8114,2.1926,0.1017,0.7227,0.7691,0.318,"(6, 8, 9)"
K Neighbors Regressor,1.9036,5.7498,2.3919,-0.0627,0.7174,0.7175,0.285,"(6, 8, 9)"
Dummy Regressor,1.9531,5.4728,2.3345,-0.0104,0.7215,0.7205,0.293,"(6, 8, 9)"
Passive Aggressive Regressor,2.5853,12.1067,3.2041,-1.4343,0.8562,0.9959,0.282,"(6, 8, 9)"
Least Angle Regression,168373.5498,292567392003.2696,232577.3157,-48456388426.3231,6.4557,80906.9558,0.288,"(6, 8, 9)"
Extra Trees Regressor,1.1893,2.5127,1.5825,0.5848,0.5191,0.3788,0.383,"(6, 8, 10)"
Light Gradient Boosting Machine,1.2382,2.7079,1.6434,0.5529,0.5324,0.4211,0.348,"(6, 8, 10)"
Random Forest Regressor,1.3039,2.8741,1.6934,0.5253,0.5512,0.4166,0.696,"(6, 8, 10)"
Gradient Boosting Regressor,1.442,3.4411,1.853,0.4328,0.5936,0.4648,0.543,"(6, 8, 10)"
Decision Tree Regressor,1.6061,5.8399,2.4123,0.0375,0.7409,0.5805,0.278,"(6, 8, 10)"
Linear Regression,1.6813,4.4536,2.1094,0.2652,0.6607,0.576,0.3,"(6, 8, 10)"
Ridge Regression,1.7476,4.7412,2.1764,0.2182,0.6777,0.5779,0.275,"(6, 8, 10)"
Bayesian Ridge,1.7562,4.7725,2.1836,0.2131,0.6797,0.5816,0.303,"(6, 8, 10)"
Huber Regressor,1.8477,5.3633,2.3151,0.1153,0.6944,0.5903,0.261,"(6, 8, 10)"
Orthogonal Matching Pursuit,1.9097,5.4183,2.327,0.1064,0.7202,0.6456,0.279,"(6, 8, 10)"
Elastic Net,1.9368,5.465,2.337,0.0988,0.7264,0.6544,0.248,"(6, 8, 10)"
Lasso Regression,1.9643,5.5447,2.354,0.0856,0.7342,0.6651,0.286,"(6, 8, 10)"
Lasso Least Angle Regression,1.9643,5.5447,2.354,0.0856,0.7342,0.6651,0.277,"(6, 8, 10)"
AdaBoost Regressor,1.9697,5.2382,2.2882,0.1347,0.7563,0.7423,0.322,"(6, 8, 10)"
K Neighbors Regressor,1.9999,6.1621,2.4794,-0.0147,0.7497,0.6826,0.272,"(6, 8, 10)"
Dummy Regressor,2.0992,6.0878,2.4667,-0.0038,0.7641,0.7296,0.279,"(6, 8, 10)"
Passive Aggressive Regressor,3.3162,20.1906,4.0497,-2.3707,0.9974,1.5112,0.261,"(6, 8, 10)"
Least Angle Regression,14020658.0797,2179235340721692.8,19157176.3512,-341760897716040.2,7.9385,6464410.8701,0.282,"(6, 8, 10)"
Extra Trees Regressor,1.1683,2.4038,1.5454,0.5965,0.5178,0.388,0.379,"(6, 8, 12)"
Light Gradient Boosting Machine,1.2224,2.6608,1.624,0.5534,0.5345,0.4291,0.344,"(6, 8, 12)"
Random Forest Regressor,1.2508,2.7796,1.6611,0.5329,0.5426,0.4108,0.709,"(6, 8, 12)"
Gradient Boosting Regressor,1.4204,3.446,1.8494,0.4222,0.5907,0.4792,0.533,"(6, 8, 12)"
Decision Tree Regressor,1.5878,5.589,2.3542,0.0622,0.7271,0.6143,0.302,"(6, 8, 12)"
Linear Regression,1.7343,4.7189,2.1661,0.2071,0.6723,0.6193,0.258,"(6, 8, 12)"
Ridge Regression,1.7912,4.9264,2.2135,0.1727,0.6836,0.632,0.293,"(6, 8, 12)"
Bayesian Ridge,1.8006,4.9612,2.2214,0.1668,0.6859,0.6345,0.315,"(6, 8, 12)"
Huber Regressor,1.831,5.6102,2.3625,0.059,0.6891,0.5838,0.316,"(6, 8, 12)"
Orthogonal Matching Pursuit,1.8866,5.4285,2.3253,0.0875,0.7133,0.66,0.284,"(6, 8, 12)"
AdaBoost Regressor,1.8884,4.9214,2.215,0.1708,0.7356,0.7442,0.29,"(6, 8, 12)"
Elastic Net,1.908,5.4718,2.3346,0.0808,0.718,0.6672,0.265,"(6, 8, 12)"
Lasso Regression,1.932,5.543,2.3498,0.069,0.724,0.6777,0.286,"(6, 8, 12)"
Lasso Least Angle Regression,1.932,5.543,2.3498,0.069,0.724,0.6777,0.29,"(6, 8, 12)"
K Neighbors Regressor,1.9828,6.2354,2.4916,-0.0478,0.7445,0.7295,0.305,"(6, 8, 12)"
Dummy Regressor,2.0431,5.9875,2.4434,-0.0068,0.7491,0.7407,0.275,"(6, 8, 12)"
Passive Aggressive Regressor,2.4998,9.4495,2.9819,-0.6158,0.871,1.0583,0.278,"(6, 8, 12)"
Least Angle Regression,4361.4218,160262047.5712,6082.766,-28586391.7173,4.0191,2248.867,0.288,"(6, 8, 12)"
Extra Trees Regressor,1.0572,2.0091,1.4141,0.6256,0.4782,0.3643,0.399,"(6, 8, 13)"
Light Gradient Boosting Machine,1.1095,2.222,1.4885,0.5837,0.4938,0.4063,0.325,"(6, 8, 13)"
Random Forest Regressor,1.1334,2.2693,1.5034,0.5771,0.5032,0.3863,0.734,"(6, 8, 13)"
Gradient Boosting Regressor,1.3186,2.9147,1.7025,0.4583,0.5609,0.4544,0.53,"(6, 8, 13)"
Decision Tree Regressor,1.3639,4.3034,2.0728,0.1864,0.6473,0.5831,0.265,"(6, 8, 13)"
Linear Regression,1.6671,4.3153,2.073,0.1983,0.6524,0.5966,0.305,"(6, 8, 13)"
Ridge Regression,1.731,4.5752,2.1357,0.1481,0.6701,0.6084,0.278,"(6, 8, 13)"
Bayesian Ridge,1.7366,4.6045,2.1423,0.1432,0.6723,0.6087,0.265,"(6, 8, 13)"
Huber Regressor,1.7654,5.0226,2.2355,0.0688,0.67,0.5827,0.281,"(6, 8, 13)"
Orthogonal Matching Pursuit,1.815,4.9627,2.2235,0.0779,0.6945,0.6476,0.253,"(6, 8, 13)"
