Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Gradient Boosting Regressor,1.1755,2.4655,1.5664,0.5422,0.5111,0.3817,5.022,"(5, 6, 9)"
Random Forest Regressor,0.9385,1.7333,1.3116,0.7153,0.4542,0.2712,5.591,"(5, 6, 10)"
Decision Tree Regressor,0.9792,3.0212,1.7107,0.5057,0.557,0.3268,4.488,"(5, 6, 10)"
Gradient Boosting Regressor,1.2708,2.827,1.6773,0.5361,0.5421,0.385,5.11,"(5, 6, 10)"
Random Forest Regressor,0.9414,1.7956,1.3336,0.6937,0.4534,0.2951,5.365,"(5, 6, 12)"
Decision Tree Regressor,0.979,3.064,1.7466,0.4728,0.542,0.3694,4.53,"(5, 6, 12)"
Gradient Boosting Regressor,1.2564,2.7599,1.6574,0.5274,0.5429,0.4169,4.925,"(5, 6, 12)"
Decision Tree Regressor,0.8152,2.2733,1.5046,0.5762,0.4905,0.3219,4.574,"(5, 6, 13)"
Random Forest Regressor,0.8162,1.3464,1.1527,0.7496,0.4117,0.264,5.335,"(5, 6, 13)"
Gradient Boosting Regressor,1.1429,2.26,1.4985,0.5802,0.5032,0.3855,5.057,"(5, 6, 13)"
Random Forest Regressor,0.8641,1.5519,1.2455,0.7162,0.4311,0.2504,5.395,"(5, 6, 15)"
Decision Tree Regressor,0.9172,2.9822,1.7173,0.4508,0.5307,0.3043,4.522,"(5, 6, 15)"
Gradient Boosting Regressor,1.118,2.2228,1.4899,0.5935,0.5044,0.354,4.847,"(5, 6, 15)"
Random Forest Regressor,0.8591,1.4274,1.1935,0.7304,0.4268,0.262,5.286,"(5, 6, 16)"
Decision Tree Regressor,0.9966,3.0549,1.735,0.4302,0.5741,0.357,4.399,"(5, 6, 16)"
